1.000000000000000000e+00,1.272308381973717957e+02,1.525574657078662355e+00
2.000000000000000000e+00,1.270239457325750436e+02,8.710694975604602597e-01
3.000000000000000000e+00,1.278790557449834324e+02,2.562319188182995866e+00
6.000000000000000000e+00,1.276577898009915089e+02,-9.672077875012425885e-01
7.000000000000000000e+00,1.289843463179943228e+02,9.796888687827925990e-01
1.000000000000000000e+01,1.305716505529913434e+02,7.524085355021580268e-01
1.100000000000000000e+01,1.309055354198160614e+02,4.263181147032278906e-01
1.500000000000000000e+01,1.313629188391775244e+02,-3.631062477795795607e-01
1.700000000000000000e+01,1.308003520581132761e+02,-9.523579739894728613e-01
1.900000000000000000e+01,1.295396410962436846e+02,-2.468728252873158890e+00
2.000000000000000000e+01,1.294729603761527130e+02,-1.687910380124301835e+00
2.200000000000000000e+01,1.296902460581331695e+02,6.023988001272405635e-01
2.300000000000000000e+01,1.293737796042677815e+02,4.566428336509218977e-01
2.900000000000000000e+01,1.304193487524932493e+02,1.160155805718476207e+00
3.000000000000000000e+01,1.305078694742206267e+02,1.774656772980257313e-01
3.100000000000000000e+01,1.304163573304503814e+02,-1.371915621781985895e+00
3.200000000000000000e+01,1.319230197628781127e+02,1.037518077359064206e+00
3.400000000000000000e+01,1.325565351250665458e+02,1.254397661401612518e-01
3.500000000000000000e+01,1.325930567124206902e+02,-7.707164703072866274e-01
3.600000000000000000e+01,1.333737433694598451e+02,4.486476044184218859e-01
3.700000000000000000e+01,1.330703036699053143e+02,-7.471685489938463265e-01
3.800000000000000000e+01,1.332228162307961554e+02,-4.884211628295985763e-01
4.100000000000000000e+01,1.327059710582492187e+02,-3.898781651934993264e-01
4.200000000000000000e+01,1.326010359878352745e+02,2.538625312645517162e-01
4.300000000000000000e+01,1.324165141228520213e+02,8.086089247169526706e-01
4.400000000000000000e+01,1.316396300463214573e+02,-8.852057610800036225e-02
4.600000000000000000e+01,1.319068990865901014e+02,2.430280971044944227e+00
4.800000000000000000e+01,1.303223768780337934e+02,-4.707344082601375712e-01
4.900000000000000000e+01,1.309431367706450260e+02,1.191599099434677900e+00
5.200000000000000000e+01,1.304860050738853374e+02,-1.414945796509757159e+00
5.300000000000000000e+01,1.318004005694254204e+02,8.765300427421023333e-01
5.600000000000000000e+01,1.325059303212173916e+02,-1.001454366770614390e+00
5.900000000000000000e+01,1.328602163752933620e+02,-3.081764080634829650e+00
6.000000000000000000e+01,1.347506631667319539e+02,1.129152782556646528e+00
6.500000000000000000e+01,1.332463908020526446e+02,-7.230728537355071150e-01
6.800000000000000000e+01,1.330878294379818101e+02,2.235776752968954284e+00
7.200000000000000000e+01,1.307155443221336384e+02,-6.631297025229219155e-01
7.500000000000000000e+01,1.317885462609914953e+02,1.418692131268176171e+00
7.700000000000000000e+01,1.320167819226466577e+02,2.816327746515001063e-01
8.100000000000000000e+01,1.337649002448320061e+02,3.070253891341239716e-01
8.300000000000000000e+01,1.339996976590871895e+02,-5.020804287848243952e-01
8.400000000000000000e+01,1.346484210545535802e+02,8.322099838307280839e-01
8.500000000000000000e+01,1.341937257707109552e+02,-2.794103134416635048e-01
8.600000000000000000e+01,1.344661493023263574e+02,7.419379986403532579e-01
8.700000000000000000e+01,1.344663625220419192e+02,1.378606824992773872e+00
8.800000000000000000e+01,1.325580671081902153e+02,-2.499976069159334013e+00
